抽せん日,予測番号,当選本数字,一致数,等級,信頼度,出力元,予測番号インデックス
2010-04-12,"[0, 2, 7]","[6, 9, 6]",0,はずれ,5.9717,BaseModel,予測4
2010-04-12,"[4, 5, 7]","[6, 9, 6]",0,はずれ,5.9178,BaseModel,予測5
2010-04-13,"[1, 2, 7]","[3, 5, 4]",0,はずれ,6.0704,BaseModel,予測1
2010-04-13,"[6, 8, 9]","[3, 5, 4]",0,はずれ,6.1873,BaseModel,予測2
2010-04-13,"[2, 3, 7]","[3, 5, 4]",1,はずれ,6.174,BaseModel,予測3
2010-04-13,"[2, 7, 8]","[3, 5, 4]",0,はずれ,6.1362,BaseModel,予測4
2010-04-13,"[1, 3, 6]","[3, 5, 4]",1,はずれ,5.9822,BaseModel,予測5
2010-04-14,"[1, 2, 7]","[6, 1, 8]",1,はずれ,6.0704,BaseModel,予測1
2010-04-14,"[1, 6, 8]","[6, 1, 8]",3,ボックス,6.6738,BaseModel,予測2
2010-04-14,"[6, 8, 9]","[6, 1, 8]",2,はずれ,6.2216,BaseModel,予測3
2010-04-14,"[2, 6, 8]","[6, 1, 8]",2,はずれ,6.1425,BaseModel,予測4
2010-04-14,"[2, 5, 8]","[6, 1, 8]",1,はずれ,6.0921,BaseModel,予測5
2010-04-15,"[0, 3, 5]","[8, 1, 5]",1,はずれ,5.901,BaseModel,予測1
2010-04-15,"[1, 5, 8]","[8, 1, 5]",3,ボックス,6.6227,BaseModel,予測2
2010-04-15,"[1, 2, 9]","[8, 1, 5]",1,はずれ,6.1705,BaseModel,予測3
2010-04-15,"[0, 2, 9]","[8, 1, 5]",0,はずれ,6.1362,BaseModel,予測4
2010-04-15,"[0, 2, 8]","[8, 1, 5]",1,はずれ,6.0627,BaseModel,予測5
2010-04-16,"[3, 4, 6]","[5, 5, 8]",0,はずれ,6.0025,BaseModel,予測1
2010-04-16,"[5, 5, 8]","[5, 5, 8]",2,ストレート,6.5898,BaseModel,予測2
2010-04-16,"[2, 4, 9]","[5, 5, 8]",0,はずれ,6.1852,BaseModel,予測3
2010-04-16,"[2, 3, 6]","[5, 5, 8]",0,はずれ,6.1845,BaseModel,予測4
2010-04-16,"[3, 4, 9]","[5, 5, 8]",0,はずれ,6.1257,BaseModel,予測5
2010-04-19,"[2, 6, 7]","[4, 2, 0]",1,はずれ,6.09,BaseModel,予測1
2010-04-19,"[2, 3, 6]","[4, 2, 0]",1,はずれ,6.1845,BaseModel,予測2
2010-04-19,"[3, 7, 9]","[4, 2, 0]",0,はずれ,6.1194,BaseModel,予測3
2010-04-19,"[2, 3, 7]","[4, 2, 0]",1,はずれ,6.1089,BaseModel,予測4
2010-04-19,"[1, 2, 3]","[4, 2, 0]",1,はずれ,6.069,BaseModel,予測5
2010-04-20,"[6, 7, 8]","[2, 6, 5]",1,はずれ,6.0984,BaseModel,予測1
2010-04-20,"[6, 8, 9]","[2, 6, 5]",1,はずれ,6.23,BaseModel,予測2
2010-04-20,"[2, 3, 9]","[2, 6, 5]",1,はずれ,6.2083,BaseModel,予測3
2010-04-20,"[1, 2, 8]","[2, 6, 5]",1,はずれ,6.1383,BaseModel,予測4
2010-04-20,"[3, 5, 9]","[2, 6, 5]",1,はずれ,6.1152,BaseModel,予測5
2010-04-21,"[1, 4, 7]","[3, 0, 4]",1,はずれ,5.9626,BaseModel,予測1
2010-04-21,"[0, 3, 4]","[3, 0, 4]",3,ボックス,6.5009,BaseModel,予測2
2010-04-21,"[2, 8, 9]","[3, 0, 4]",0,はずれ,6.2783,BaseModel,予測3
2010-04-21,"[3, 7, 8]","[3, 0, 4]",1,はずれ,6.1845,BaseModel,予測4
2010-04-21,"[1, 3, 9]","[3, 0, 4]",1,はずれ,6.1474,BaseModel,予測5
2010-04-22,"[5, 7, 8]","[9, 2, 8]",1,はずれ,6.0536,BaseModel,予測1
2010-04-22,"[2, 8, 9]","[9, 2, 8]",3,ボックス,6.93,BaseModel,予測2
2010-04-22,"[4, 5, 9]","[9, 2, 8]",1,はずれ,6.0333,BaseModel,予測3
2010-04-22,"[0, 1, 2]","[9, 2, 8]",1,はずれ,6.0067,BaseModel,予測4
2010-04-22,"[1, 6, 7]","[9, 2, 8]",0,はずれ,5.9983,BaseModel,予測5
2010-04-23,"[5, 6, 7]","[1, 4, 2]",0,はずれ,5.9689,BaseModel,予測1
2010-04-23,"[1, 2, 4]","[1, 4, 2]",3,ボックス,6.65,BaseModel,予測2
2010-04-23,"[4, 6, 8]","[1, 4, 2]",1,はずれ,6.0459,BaseModel,予測3
2010-04-23,"[0, 1, 2]","[1, 4, 2]",2,はずれ,6.0088,BaseModel,予測4
2010-04-23,"[0, 3, 7]","[1, 4, 2]",0,はずれ,5.9514,BaseModel,予測5
2010-04-26,"[5, 6, 9]","[9, 5, 4]",2,はずれ,6.1026,BaseModel,予測1
2010-04-26,"[4, 5, 9]","[9, 5, 4]",3,ボックス,6.664,BaseModel,予測2
2010-04-26,"[2, 4, 6]","[9, 5, 4]",1,はずれ,6.0459,BaseModel,予測3
2010-04-26,"[0, 7, 8]","[9, 5, 4]",0,はずれ,6.0193,BaseModel,予測4
2010-04-26,"[3, 5, 7]","[9, 5, 4]",1,はずれ,5.9878,BaseModel,予測5
2010-04-27,"[2, 6, 7]","[3, 6, 8]",1,はずれ,6.1005,BaseModel,予測1
2010-04-27,"[3, 6, 8]","[3, 6, 8]",3,ストレート,6.7319,BaseModel,予測2
2010-04-27,"[2, 3, 6]","[3, 6, 8]",2,はずれ,6.1971,BaseModel,予測3
2010-04-27,"[2, 3, 7]","[3, 6, 8]",1,はずれ,6.1194,BaseModel,予測4
2010-04-27,"[3, 5, 9]","[3, 6, 8]",1,はずれ,6.0921,BaseModel,予測5
2010-04-28,"[0, 1, 7]","[8, 0, 2]",1,はずれ,5.9178,BaseModel,予測1
2010-04-28,"[0, 2, 8]","[8, 0, 2]",3,ボックス,6.7158,BaseModel,予測2
2010-04-28,"[1, 7, 9]","[8, 0, 2]",0,はずれ,6.1257,BaseModel,予測3
2010-04-28,"[1, 7, 8]","[8, 0, 2]",1,はずれ,6.0564,BaseModel,予測4
2010-04-28,"[0, 4, 9]","[8, 0, 2]",1,はずれ,6.0389,BaseModel,予測5
2010-04-29,"[3, 4, 6]","[3, 7, 1]",1,はずれ,6.0193,BaseModel,予測1
2010-04-29,"[1, 3, 7]","[3, 7, 1]",3,ボックス,6.6108,BaseModel,予測2
2010-04-29,"[3, 4, 9]","[3, 7, 1]",1,はずれ,6.1425,BaseModel,予測3
2010-04-29,"[6, 7, 9]","[3, 7, 1]",1,はずれ,6.1089,BaseModel,予測4
2010-04-29,"[0, 1, 2]","[3, 7, 1]",1,はずれ,6.0172,BaseModel,予測5
2010-04-30,"[2, 6, 8]","[1, 0, 8]",1,はずれ,6.2062,BaseModel,予測1
2010-04-30,"[0, 1, 8]","[1, 0, 8]",3,ボックス,6.6129,BaseModel,予測2
2010-04-30,"[4, 8, 9]","[1, 0, 8]",1,はずれ,6.2132,BaseModel,予測3
2010-04-30,"[2, 7, 9]","[1, 0, 8]",0,はずれ,6.1957,BaseModel,予測4
2010-04-30,"[3, 5, 7]","[1, 0, 8]",0,はずれ,5.9633,BaseModel,予測5
2010-05-03,"[2, 5, 7]","[8, 0, 2]",1,はずれ,6.0599,BaseModel,予測1
2010-05-03,"[0, 2, 8]","[8, 0, 2]",3,ボックス,6.727,BaseModel,予測2
2010-05-03,"[2, 4, 9]","[8, 0, 2]",1,はずれ,6.2083,BaseModel,予測3
2010-05-03,"[2, 3, 6]","[8, 0, 2]",1,はずれ,6.2062,BaseModel,予測4
2010-05-03,"[1, 4, 8]","[8, 0, 2]",1,はずれ,6.0459,BaseModel,予測5
2010-05-04,"[1, 4, 7]","[9, 1, 6]",1,はずれ,5.9773,BaseModel,予測1
2010-05-04,"[4, 8, 9]","[9, 1, 6]",1,はずれ,6.1831,BaseModel,予測2
2010-05-04,"[4, 5, 9]","[9, 1, 6]",1,はずれ,6.0767,BaseModel,予測3
2010-05-04,"[1, 4, 8]","[9, 1, 6]",1,はずれ,6.048,BaseModel,予測4
2010-05-04,"[0, 1, 2]","[9, 1, 6]",1,はずれ,6.0284,BaseModel,予測5
2010-05-05,"[3, 4, 5]","[9, 4, 8]",1,はずれ,5.9752,BaseModel,予測1
2010-05-05,"[4, 8, 9]","[9, 4, 8]",3,ボックス,6.8278,BaseModel,予測2
2010-05-05,"[2, 3, 8]","[9, 4, 8]",1,はずれ,6.3028,BaseModel,予測3
2010-05-05,"[2, 4, 8]","[9, 4, 8]",2,ミニ,6.181,BaseModel,予測4
2010-05-05,"[1, 3, 9]","[9, 4, 8]",1,はずれ,6.1341,BaseModel,予測5
2010-05-06,"[0, 3, 5]","[0, 4, 1]",1,はずれ,5.9283,BaseModel,予測1
2010-05-06,"[0, 1, 4]","[0, 4, 1]",3,ボックス,6.4918,BaseModel,予測2
2010-05-06,"[2, 6, 9]","[0, 4, 1]",0,はずれ,6.2146,BaseModel,予測3
2010-05-06,"[1, 2, 3]","[0, 4, 1]",1,はずれ,6.1971,BaseModel,予測4
2010-05-06,"[1, 2, 6]","[0, 4, 1]",1,はずれ,6.111,BaseModel,予測5
2010-05-07,"[2, 5, 9]","[7, 5, 2]",2,はずれ,6.1999,BaseModel,予測1
2010-05-07,"[2, 3, 6]","[7, 5, 2]",1,はずれ,6.2104,BaseModel,予測2
2010-05-07,"[0, 2, 9]","[7, 5, 2]",1,はずれ,6.1362,BaseModel,予測3
2010-05-07,"[3, 5, 9]","[7, 5, 2]",1,はずれ,6.1341,BaseModel,予測4
2010-05-07,"[5, 6, 8]","[7, 5, 2]",1,はずれ,6.0837,BaseModel,予測5
2010-05-10,"[0, 3, 6]","[2, 2, 7]",0,はずれ,5.9794,BaseModel,予測1
2010-05-10,"[2, 2, 7]","[2, 2, 7]",2,ストレート,6.8089,BaseModel,予測2
2010-05-10,"[1, 8, 9]","[2, 2, 7]",0,はずれ,6.2468,BaseModel,予測3
2010-05-10,"[2, 3, 9]","[2, 2, 7]",1,はずれ,6.2356,BaseModel,予測4
2010-05-10,"[3, 4, 8]","[2, 2, 7]",0,はずれ,6.1215,BaseModel,予測5
2010-05-11,"[3, 6, 8]","[1, 6, 2]",1,はずれ,6.2188,BaseModel,予測1
2010-05-11,"[1, 3, 9]","[1, 6, 2]",1,はずれ,6.1726,BaseModel,予測2
2010-05-11,"[6, 7, 9]","[1, 6, 2]",1,はずれ,6.1215,BaseModel,予測3
2010-05-11,"[1, 6, 9]","[1, 6, 2]",2,はずれ,6.1194,BaseModel,予測4
2010-05-11,"[4, 7, 8]","[1, 6, 2]",0,はずれ,6.0606,BaseModel,予測5
2010-05-12,"[3, 7, 8]","[0, 9, 3]",1,はずれ,6.1425,BaseModel,予測1
2010-05-12,"[0, 3, 9]","[0, 9, 3]",3,ボックス,6.7018,BaseModel,予測2
2010-05-12,"[3, 8, 9]","[0, 9, 3]",2,はずれ,6.3455,BaseModel,予測3
2010-05-12,"[0, 2, 8]","[0, 9, 3]",1,はずれ,6.1131,BaseModel,予測4
2010-05-12,"[4, 7, 8]","[0, 9, 3]",0,はずれ,6.0942,BaseModel,予測5
2010-05-13,"[1, 5, 8]","[9, 4, 9]",0,はずれ,6.0767,BaseModel,予測1
2010-05-13,"[4, 8, 9]","[9, 4, 9]",2,はずれ,6.1957,BaseModel,予測2
2010-05-13,"[1, 2, 6]","[9, 4, 9]",0,はずれ,6.1929,BaseModel,予測3
2010-05-13,"[4, 5, 9]","[9, 4, 9]",2,はずれ,6.0564,BaseModel,予測4
2010-05-13,"[2, 5, 6]","[9, 4, 9]",0,はずれ,6.0543,BaseModel,予測5
2010-05-14,"[0, 2, 3]","[4, 2, 8]",1,はずれ,6.0767,BaseModel,予測1
2010-05-14,"[2, 4, 8]","[4, 2, 8]",3,ボックス,6.804,BaseModel,予測2
2010-05-14,"[2, 7, 9]","[4, 2, 8]",1,はずれ,6.2209,BaseModel,予測3
2010-05-14,"[1, 2, 3]","[4, 2, 8]",1,はずれ,6.2125,BaseModel,予測4
2010-05-14,"[1, 3, 8]","[4, 2, 8]",1,はずれ,6.1446,BaseModel,予測5
2010-05-17,"[1, 7, 9]","[4, 2, 7]",1,はずれ,6.1537,BaseModel,予測1
2010-05-17,"[2, 4, 7]","[4, 2, 7]",3,ボックス,6.6969,BaseModel,予測2
2010-05-17,"[2, 6, 8]","[4, 2, 7]",1,はずれ,6.1978,BaseModel,予測3
2010-05-17,"[3, 6, 9]","[4, 2, 7]",0,はずれ,6.1936,BaseModel,予測4
2010-05-17,"[2, 5, 8]","[4, 2, 7]",1,はずれ,6.1495,BaseModel,予測5
2010-05-18,"[3, 6, 8]","[8, 3, 2]",2,はずれ,6.2251,BaseModel,予測1
2010-05-18,"[2, 3, 8]","[8, 3, 2]",3,ボックス,6.8649,BaseModel,予測2
2010-05-18,"[0, 8, 9]","[8, 3, 2]",1,はずれ,6.1894,BaseModel,予測3
2010-05-18,"[3, 6, 9]","[8, 3, 2]",1,はずれ,6.16,BaseModel,予測4
2010-05-18,"[1, 3, 8]","[8, 3, 2]",2,はずれ,6.1474,BaseModel,予測5
2010-05-19,"[1, 7, 9]","[5, 1, 4]",1,はずれ,6.1558,BaseModel,予測1
2010-05-19,"[1, 4, 5]","[5, 1, 4]",3,ボックス,6.5429,BaseModel,予測2
2010-05-19,"[6, 7, 9]","[5, 1, 4]",0,はずれ,6.2342,BaseModel,予測3
2010-05-19,"[0, 2, 9]","[5, 1, 4]",0,はずれ,6.16,BaseModel,予測4
2010-05-19,"[0, 1, 2]","[5, 1, 4]",1,はずれ,6.0536,BaseModel,予測5
2010-05-20,"[6, 7, 8]","[9, 1, 9]",0,はずれ,6.132,BaseModel,予測1
2010-05-20,"[0, 2, 9]","[9, 1, 9]",1,はずれ,6.1936,BaseModel,予測2
2010-05-20,"[6, 7, 9]","[9, 1, 9]",1,はずれ,6.1663,BaseModel,予測3
2010-05-20,"[1, 6, 9]","[9, 1, 9]",2,はずれ,6.132,BaseModel,予測4
2010-05-21,"[0, 3, 4]","[8, 0, 3]",2,はずれ,5.9647,BaseModel,予測1
2010-05-21,"[0, 3, 9]","[8, 0, 3]",2,はずれ,6.0879,BaseModel,予測2
2010-05-21,"[2, 4, 5]","[8, 0, 3]",0,はずれ,6.0725,BaseModel,予測3
2010-05-21,"[3, 5, 7]","[8, 0, 3]",1,はずれ,6.0109,BaseModel,予測4
2010-05-21,"[3, 4, 7]","[8, 0, 3]",1,はずれ,6.0011,BaseModel,予測5
2010-05-24,"[1, 2, 6]","[0, 1, 7]",1,はずれ,6.1362,BaseModel,予測1
2010-05-24,"[0, 1, 7]","[0, 1, 7]",3,ストレート,6.5359,BaseModel,予測2
2010-05-24,"[2, 6, 9]","[0, 1, 7]",0,はずれ,6.2769,BaseModel,予測3
2010-05-24,"[2, 5, 6]","[0, 1, 7]",0,はずれ,6.0963,BaseModel,予測4
2010-05-24,"[1, 6, 7]","[0, 1, 7]",2,はずれ,6.0305,BaseModel,予測5
2010-05-25,"[5, 6, 9]","[7, 8, 6]",1,はずれ,6.132,BaseModel,予測1
2010-05-25,"[6, 7, 8]","[7, 8, 6]",3,ボックス,6.7368,BaseModel,予測2
2010-05-25,"[6, 8, 9]","[7, 8, 6]",2,はずれ,6.2769,BaseModel,予測3
2010-05-25,"[1, 5, 8]","[7, 8, 6]",1,はずれ,6.0585,BaseModel,予測4
2010-05-25,"[2, 4, 6]","[7, 8, 6]",1,はずれ,3.4069,BaseModel,予測5
2010-05-26,"[1, 2, 4]","[4, 1, 7]",2,はずれ,6.1152,BaseModel,予測1
2010-05-26,"[1, 4, 7]","[4, 1, 7]",3,ボックス,6.6017,BaseModel,予測2
2010-05-26,"[3, 5, 9]","[4, 1, 7]",0,はずれ,6.1558,BaseModel,予測3
2010-05-26,"[2, 3, 6]","[4, 1, 7]",0,はずれ,6.1341,BaseModel,予測4
2010-05-26,"[0, 1, 9]","[4, 1, 7]",1,はずれ,6.1005,BaseModel,予測5
2010-05-27,"[3, 6, 8]","[1, 6, 9]",1,はずれ,6.1705,BaseModel,予測1
2010-05-27,"[1, 6, 9]","[1, 6, 9]",3,ストレート,6.783,BaseModel,予測2
2010-05-27,"[6, 8, 9]","[1, 6, 9]",2,はずれ,6.2461,BaseModel,予測3
2010-05-27,"[2, 6, 8]","[1, 6, 9]",1,はずれ,6.2447,BaseModel,予測4
2010-05-27,"[2, 3, 6]","[1, 6, 9]",1,はずれ,6.2363,BaseModel,予測5
2010-05-28,"[0, 2, 8]","[5, 8, 9]",1,はずれ,6.1684,BaseModel,予測1
2010-05-28,"[5, 8, 9]","[5, 8, 9]",3,ストレート,6.8439,BaseModel,予測2
2010-05-28,"[2, 3, 8]","[5, 8, 9]",1,はずれ,6.335,BaseModel,予測3
2010-05-28,"[1, 2, 8]","[5, 8, 9]",1,はずれ,6.2083,BaseModel,予測4
2010-05-28,"[2, 3, 7]","[5, 8, 9]",0,はずれ,6.1299,BaseModel,予測5
2010-05-31,"[2, 3, 6]","[1, 8, 2]",1,はずれ,6.1705,BaseModel,予測1
2010-05-31,"[1, 2, 8]","[1, 8, 2]",3,ボックス,6.8558,BaseModel,予測2
2010-05-31,"[1, 2, 3]","[1, 8, 2]",2,はずれ,6.2342,BaseModel,予測3
2010-05-31,"[2, 6, 8]","[1, 8, 2]",2,はずれ,6.2146,BaseModel,予測4
2010-05-31,"[4, 6, 7]","[1, 8, 2]",0,はずれ,6.0263,BaseModel,予測5
2010-06-01,"[3, 4, 6]","[7, 2, 7]",0,はずれ,6.0515,BaseModel,予測1
2010-06-01,"[2, 7, 7]","[7, 2, 7]",2,ボックス,6.741,BaseModel,予測2
2010-06-01,"[3, 6, 9]","[7, 2, 7]",0,はずれ,6.279,BaseModel,予測3
2010-06-01,"[4, 6, 9]","[7, 2, 7]",0,はずれ,6.1663,BaseModel,予測4
2010-06-01,"[2, 4, 6]","[7, 2, 7]",1,はずれ,6.0942,BaseModel,予測5
2010-06-02,"[1, 6, 8]","[5, 2, 0]",0,はずれ,6.1558,BaseModel,予測1
2010-06-02,"[0, 2, 5]","[5, 2, 0]",3,ボックス,6.6178,BaseModel,予測2
2010-06-02,"[3, 4, 9]","[5, 2, 0]",0,はずれ,6.1852,BaseModel,予測3
2010-06-02,"[1, 3, 6]","[5, 2, 0]",0,はずれ,6.1418,BaseModel,予測4
2010-06-02,"[0, 1, 9]","[5, 2, 0]",1,はずれ,6.111,BaseModel,予測5
2010-06-03,"[3, 7, 8]","[5, 6, 7]",1,はずれ,6.1747,BaseModel,予測1
2010-06-03,"[5, 6, 7]","[5, 6, 7]",3,ストレート,6.5968,BaseModel,予測2
2010-06-03,"[4, 7, 9]","[5, 6, 7]",1,はずれ,6.1642,BaseModel,予測3
2010-06-03,"[0, 2, 3]","[5, 6, 7]",0,はずれ,6.1005,BaseModel,予測4
2010-06-03,"[0, 1, 2]","[5, 6, 7]",0,はずれ,6.0788,BaseModel,予測5
2010-06-04,"[0, 2, 8]","[9, 5, 1]",0,はずれ,6.181,BaseModel,予測1
2010-06-04,"[1, 5, 9]","[9, 5, 1]",3,ボックス,6.7459,BaseModel,予測2
2010-06-04,"[2, 3, 8]","[9, 5, 1]",0,はずれ,6.3455,BaseModel,予測3
2010-06-04,"[3, 8, 9]","[9, 5, 1]",1,はずれ,6.3105,BaseModel,予測4
2010-06-04,"[0, 3, 9]","[9, 5, 1]",1,はずれ,6.1341,BaseModel,予測5
2010-06-07,"[2, 3, 6]","[8, 9, 5]",0,はずれ,6.1789,BaseModel,予測1
2010-06-07,"[5, 8, 9]","[8, 9, 5]",3,ボックス,6.8628,BaseModel,予測2
2010-06-07,"[0, 8, 9]","[8, 9, 5]",2,はずれ,6.1831,BaseModel,予測3
2010-06-07,"[3, 4, 8]","[8, 9, 5]",1,はずれ,6.1516,BaseModel,予測4
2010-06-07,"[0, 6, 8]","[8, 9, 5]",1,はずれ,6.0837,BaseModel,予測5
2010-06-08,"[1, 2, 4]","[8, 8, 2]",1,はずれ,6.132,BaseModel,予測1
2010-06-08,"[1, 2, 3]","[8, 8, 2]",1,はずれ,6.2447,BaseModel,予測2
2010-06-08,"[2, 3, 4]","[8, 8, 2]",1,はずれ,6.1516,BaseModel,予測3
2010-06-08,"[1, 3, 8]","[8, 8, 2]",1,はずれ,6.1446,BaseModel,予測4
2010-06-08,"[0, 2, 3]","[8, 8, 2]",1,はずれ,6.1005,BaseModel,予測5
2010-06-09,"[0, 3, 6]","[9, 9, 8]",0,はずれ,6.0025,BaseModel,予測1
2010-06-09,"[1, 3, 9]","[9, 9, 8]",1,はずれ,6.181,BaseModel,予測2
2010-06-09,"[1, 3, 6]","[9, 9, 8]",0,はずれ,6.146,BaseModel,予測3
2010-06-09,"[0, 6, 9]","[9, 9, 8]",1,はずれ,6.1215,BaseModel,予測4
2010-06-09,"[3, 6, 7]","[9, 9, 8]",0,はずれ,6.0459,BaseModel,予測5
2010-06-10,"[1, 4, 7]","[3, 2, 8]",0,はずれ,6.0326,BaseModel,予測1
2010-06-10,"[2, 3, 8]","[3, 2, 8]",3,ボックス,6.902,BaseModel,予測2
2010-06-10,"[0, 8, 9]","[3, 2, 8]",1,はずれ,6.1978,BaseModel,予測3
2010-06-10,"[6, 7, 9]","[3, 2, 8]",0,はずれ,6.1684,BaseModel,予測4
2010-06-10,"[2, 4, 6]","[3, 2, 8]",1,はずれ,6.1026,BaseModel,予測5
2010-06-11,"[1, 5, 9]","[2, 3, 9]",1,はずれ,6.16,BaseModel,予測1
2010-06-11,"[2, 3, 9]","[2, 3, 9]",3,ストレート,6.944,BaseModel,予測2
2010-06-11,"[1, 6, 9]","[2, 3, 9]",1,はずれ,6.2706,BaseModel,予測3
2010-06-11,"[1, 7, 8]","[2, 3, 9]",0,はずれ,6.1341,BaseModel,予測4
2010-06-11,"[2, 4, 7]","[2, 3, 9]",1,はずれ,6.1026,BaseModel,予測5
2010-06-14,"[0, 1, 8]","[9, 9, 9]",0,はずれ,6.0921,BaseModel,予測1
2010-06-14,"[1, 6, 8]","[9, 9, 9]",0,はずれ,6.2384,BaseModel,予測2
2010-06-14,"[5, 8, 9]","[9, 9, 9]",1,はずれ,6.2377,BaseModel,予測3
2010-06-14,"[1, 7, 8]","[9, 9, 9]",0,はずれ,6.1684,BaseModel,予測4
2010-06-14,"[0, 6, 8]","[9, 9, 9]",0,はずれ,6.0942,BaseModel,予測5
2010-06-15,"[6, 7, 8]","[3, 1, 3]",0,はずれ,6.1705,BaseModel,予測1
2010-06-15,"[1, 2, 3]","[3, 1, 3]",2,はずれ,6.2552,BaseModel,予測2
2010-06-15,"[3, 7, 9]","[3, 1, 3]",1,はずれ,6.1978,BaseModel,予測3
2010-06-15,"[1, 3, 8]","[3, 1, 3]",2,はずれ,6.1579,BaseModel,予測4
2010-06-16,"[0, 6, 8]","[1, 6, 8]",2,ミニ,6.0942,BaseModel,予測1
2010-06-16,"[1, 6, 8]","[1, 6, 8]",3,ストレート,6.776,BaseModel,予測2
2010-06-16,"[2, 7, 8]","[1, 6, 8]",1,はずれ,6.2398,BaseModel,予測3
2010-06-16,"[0, 2, 9]","[1, 6, 8]",0,はずれ,6.2384,BaseModel,予測4
2010-06-16,"[6, 7, 9]","[1, 6, 8]",1,はずれ,6.2111,BaseModel,予測5
2010-06-17,"[2, 3, 9]","[0, 3, 0]",1,はずれ,6.412,BaseModel,予測1
2010-06-17,"[1, 4, 9]","[0, 3, 0]",0,はずれ,6.1537,BaseModel,予測2
2010-06-17,"[1, 2, 4]","[0, 3, 0]",0,はずれ,6.1089,BaseModel,予測3
2010-06-17,"[2, 4, 5]","[0, 3, 0]",0,はずれ,6.0984,BaseModel,予測4
2010-06-17,"[0, 1, 2]","[0, 3, 0]",1,はずれ,6.0921,BaseModel,予測5
2010-06-18,"[4, 8, 9]","[0, 2, 7]",0,はずれ,6.2958,BaseModel,予測1
2010-06-18,"[2, 7, 9]","[0, 2, 7]",2,はずれ,6.3147,BaseModel,予測2
2010-06-18,"[1, 2, 6]","[0, 2, 7]",1,はずれ,6.2405,BaseModel,予測3
2010-06-18,"[1, 7, 8]","[0, 2, 7]",1,はずれ,6.1747,BaseModel,予測4
2010-06-18,"[3, 5, 9]","[0, 2, 7]",0,はずれ,6.1642,BaseModel,予測5
2010-06-21,"[5, 6, 8]","[6, 0, 6]",1,はずれ,6.1341,BaseModel,予測1
2010-06-21,"[6, 8, 9]","[6, 0, 6]",1,はずれ,6.3252,BaseModel,予測2
2010-06-21,"[1, 2, 9]","[6, 0, 6]",0,はずれ,6.2867,BaseModel,予測3
2010-06-21,"[1, 3, 9]","[6, 0, 6]",0,はずれ,6.2426,BaseModel,予測4
2010-06-21,"[1, 3, 6]","[6, 0, 6]",1,はずれ,6.1628,BaseModel,予測5
2010-06-22,"[1, 3, 7]","[5, 4, 9]",0,はずれ,6.0942,BaseModel,予測1
2010-06-22,"[4, 5, 9]","[5, 4, 9]",3,ボックス,6.7438,BaseModel,予測2
2010-06-22,"[1, 2, 3]","[5, 4, 9]",0,はずれ,6.2685,BaseModel,予測3
2010-06-22,"[2, 5, 8]","[5, 4, 9]",1,はずれ,6.2041,BaseModel,予測4
2010-06-22,"[1, 3, 6]","[5, 4, 9]",0,はずれ,6.0669,BaseModel,予測5
2010-06-23,"[1, 2, 8]","[0, 9, 1]",1,はずれ,6.2832,BaseModel,予測1
2010-06-23,"[0, 1, 9]","[0, 9, 1]",3,ボックス,6.748,BaseModel,予測2
2010-06-23,"[1, 2, 3]","[0, 9, 1]",1,はずれ,6.2685,BaseModel,予測3
2010-06-23,"[4, 6, 9]","[0, 9, 1]",1,はずれ,6.1621,BaseModel,予測4
2010-06-23,"[0, 1, 8]","[0, 9, 1]",2,はずれ,6.1068,BaseModel,予測5
2010-06-24,"[5, 6, 7]","[5, 5, 4]",1,はずれ,6.0305,BaseModel,予測1
2010-06-24,"[4, 5, 5]","[5, 5, 4]",2,ボックス,6.5408,BaseModel,予測2
2010-06-24,"[2, 7, 8]","[5, 5, 4]",0,はずれ,6.2811,BaseModel,予測3
2010-06-24,"[3, 5, 9]","[5, 5, 4]",1,はずれ,6.1705,BaseModel,予測4
2010-06-24,"[1, 5, 6]","[5, 5, 4]",1,はずれ,6.0011,BaseModel,予測5
2010-06-25,"[3, 6, 8]","[0, 8, 9]",1,はずれ,6.2083,BaseModel,予測1
2010-06-25,"[0, 8, 9]","[0, 8, 9]",3,ストレート,6.8719,BaseModel,予測2
2010-06-25,"[2, 3, 9]","[0, 8, 9]",1,はずれ,6.3161,BaseModel,予測3
2010-06-25,"[2, 6, 8]","[0, 8, 9]",1,はずれ,6.2874,BaseModel,予測4
2010-06-25,"[1, 2, 3]","[0, 8, 9]",0,はずれ,6.2706,BaseModel,予測5
2010-06-28,"[3, 4, 6]","[5, 0, 5]",0,はずれ,6.0746,BaseModel,予測1
2010-06-28,"[0, 5, 5]","[5, 0, 5]",2,ボックス,6.5058,BaseModel,予測2
2010-06-28,"[2, 3, 8]","[5, 0, 5]",0,はずれ,6.2762,BaseModel,予測3
2010-06-28,"[1, 2, 3]","[5, 0, 5]",0,はずれ,6.2706,BaseModel,予測4
2010-06-28,"[2, 6, 7]","[5, 0, 5]",0,はずれ,6.1768,BaseModel,予測5
2010-06-29,"[1, 2, 4]","[5, 5, 4]",1,はずれ,6.1516,BaseModel,予測1
2010-06-29,"[4, 5, 5]","[5, 5, 4]",2,ボックス,6.5618,BaseModel,予測2
2010-06-29,"[2, 4, 9]","[5, 5, 4]",1,はずれ,6.3021,BaseModel,予測3
2010-06-29,"[2, 7, 8]","[5, 5, 4]",0,はずれ,6.2832,BaseModel,予測4
